Punkt,RT-90 O,RT-90 N,RUTT,RUTTNAMN,PUNKTNAMN,PUNKTBESKR,ÅR,xcoord,ycoord
5,1612444,6561964,10ISV,Salem,,,2013,17.7710768025714,59.1640188834106
6,1610620,6555040,10ISV,Salem,,,2013,17.7357098579613,59.1023768416508
7,1613060,6557068,10ISV,Salem,,,2013,17.7793096009786,59.1199313208199
8,1611084,6558244,10ISV,Salem,,,2013,17.7454259358546,59.1310015812515
9,1613014,6558784,10ISV,Salem,,,2013,17.7793923323115,59.1353386161206
10,1615634,6563834,10ISV,Salem,,,2013,17.8277998102084,59.1799400324381
11,1617444,6561664,10ISV,Salem,,,2013,17.858269584404,59.159976905769
12,1617152,6558816,10ISV,Salem,,,2013,17.8516433965242,59.1345077823805
13,1617284,6557214,10ISV,Salem,,,2013,17.8530897583448,59.1200997711717
14,1616914,6555454,10ISV,Salem,,,2013,17.8456953873953,59.104412191485
15,1619964,6557534,10ISV,Salem,,,2013,17.9000253850514,59.122224577011
16,1621604,6557654,10ISV,Salem,,,2013,17.9287077822621,59.1228362792404
17,1621164,6559074,10ISV,Salem,,,2013,17.9218158321087,59.1356999974135
18,1621474,6561704,10ISV,Salem,,,2013,17.9286876107858,59.1592044879218
19,1623294,6564004,10ISV,Salem,,,2013,17.9617761569024,59.179313056355
20,1609784,6568834,10ISV,Salem,,,2013,17.7280606369655,59.2263490076152
1,1495993,6631526,11FNO,SKINNSKATTEBERG,Skärsjön,,2012,15.7337527359985,59.8032636905825
2,1498121,6631293,11FNO,SKINNSKATTEBERG,Lappland,,2012,15.7716660119963,59.8011877467054
3,1499714,6630251,11FNO,SKINNSKATTEBERG,Stormossen,,2012,15.8000458867527,59.7918392682995
4,1494274,6631976,11FNO,SKINNSKATTEBERG,Vättergården,,2012,15.7031156761935,59.8072823858
5,1493708,6628969,11FNO,SKINNSKATTEBERG,Piltorpet,,2012,15.6931224331671,59.7802836085169
6,1494442,6626776,11FNO,SKINNSKATTEBERG,Sillbo,,2012,15.7062488056455,59.7606100108407
7,1490873,6628057,11FNO,SKINNSKATTEBERG,Latbo,,2012,15.642690815448,59.7720444827511
8,1489909,6629657,11FNO,SKINNSKATTEBERG,500 m väster Brahe Gård,,2012,15.6254552491288,59.7863834195382
9,1488415,6630690,11FNO,SKINNSKATTEBERG,Djupviksberget,,2012,15.598795126784,59.7956162047247
10,1489510,6632475,11FNO,SKINNSKATTEBERG,Lerkulan,,2012,15.6182081849653,59.8116673942798
11,1490744,6633610,11FNO,SKINNSKATTEBERG,Emthyttan,,2012,15.6401470973679,59.8218845545984
12,1491600,6638340,11FNO,SKINNSKATTEBERG,Godkärra,,2012,15.6552132859592,59.8643584767707
13,1490929,6639569,11FNO,SKINNSKATTEBERG,Dammsjön Hultebo,,2012,15.6431832976155,59.8753754083075
14,1488978,6641182,11FNO,SKINNSKATTEBERG,Sotebo,,2012,15.6082643712044,59.8898055324831
15,1485954,6642596,11FNO,SKINNSKATTEBERG,Baggå,,2012,15.5541550027636,59.9024049173722
16,1487143,6644000,11FNO,SKINNSKATTEBERG,Bergtjärn,,2012,15.5753128986392,59.9150456787942
17,1487891,6645516,11FNO,SKINNSKATTEBERG,Fyrvägskorset,,2012,15.5885943785913,59.9286755222215
18,1488652,6644248,11FNO,SKINNSKATTEBERG,Björnkärret,,2012,15.6022727910924,59.9173161333301
19,1489627,6643224,11FNO,SKINNSKATTEBERG,Sotängen,,2012,15.6197538056933,59.9081508381441
20,1490003,6641919,11FNO,SKINNSKATTEBERG,Jerån Storsjön,,2012,15.6265367696007,59.8964468739456
1,1499330,6605480,11FSO,Iresjön,,,2013,15.7932934902733,59.5694928519367
2,1498680,6602320,11FSO,Iresjön,,,2013,15.7818144764988,59.5411263206556
3,1495990,6601360,11FSO,Iresjön,,,2013,15.7342822301251,59.5324915945039
4,1492780,6602880,11FSO,Iresjön,,,2013,15.6775022137503,59.5460919583594
5,1490240,6603290,11FSO,Iresjön,,,2013,15.6325777193155,59.5497203209661
6,1493330,6604500,11FSO,Iresjön,,,2013,15.6871745453799,59.5606426293036
7,1496370,6604560,11FSO,Iresjön,,,2013,15.7409421020371,59.5612190729379
8,1494780,6608660,11FSO,Iresjön,,,2013,15.7127171157895,59.598004377133
9,1493090,6609010,11FSO,Iresjön,,,2013,15.6827813837253,59.6011212449874
10,1490090,6608630,11FSO,Iresjön,,,2013,15.6296745728203,59.5976494822321
11,1486580,6612250,11FSO,Iresjön,,,2013,15.5672946729823,59.6300443602148
12,1486650,6614110,11FSO,Iresjön,,,2013,15.568417218856,59.6467420468805
13,1484960,6615790,11FSO,Iresjön,,,2013,15.5383296471083,59.661763950698
14,1487130,6616710,11FSO,Iresjön,,,2013,15.5767692843721,59.6700948479333
15,1490470,6618190,11FSO,Iresjön,,,2013,15.6359688205264,59.6834696369782
16,1494700,6618240,11FSO,Iresjön,,,2013,15.7110573052743,59.6839943935029
17,1495620,6616050,11FSO,Iresjön,,,2013,15.7274353307572,59.6643476593837
18,1493540,6614520,11FSO,Iresjön,,,2013,15.6905801067467,59.6505869047549
19,1491710,6613180,11FSO,Iresjön,,,2013,15.6581793197394,59.638526320166
20,1491070,6610460,11FSO,Iresjön,,,2013,15.6469491316236,59.6140980305276
1,1526114,6646034,11GNO,Svartådalen,,,2012,16.272178630376,59.9326818864888
2,1525910,6644034,11GNO,Svartådalen,,,2012,16.2682806828823,59.9147438587159
3,1525130,6641794,11GNO,Svartådalen,,,2012,16.2540678208486,59.89468690375
4,1525016,6639452,11GNO,Svartådalen,,,2012,16.2517499823032,59.8736731710025
5,1527154,6642020,11GNO,Svartådalen,,,2012,16.2902533938181,59.896587569748
6,1527474,6639108,11GNO,Svartådalen,,,2012,16.2955857906294,59.8704299443914
7,1527844,6636002,11GNO,Svartådalen,,,2012,16.3017758751835,59.8425274102301
8,1527192,6633406,11GNO,Svartådalen,,,2012,16.2898091738771,59.8192701778578
9,1529906,6632460,11GNO,Svartådalen,,,2012,16.3380459815986,59.8105927700294
10,1528680,6634506,11GNO,Svartådalen,,,2012,16.3164810488738,59.8290431281075
11,1529926,6638210,11GNO,Svartådalen,,,2012,16.339226334309,59.8622001976486
12,1531314,6635942,11GNO,Svartådalen,,,2012,16.3636561537364,59.8417414531809
13,1530764,6640388,11GNO,Svartådalen,,,2012,16.3545030060403,59.8816872293092
14,1532624,6641710,11GNO,Svartådalen,,,2012,16.3879232391235,59.8934102332562
15,1535012,6643646,11GNO,Svartådalen,,,2012,16.4309052325729,59.9105911272201
16,1532436,6644702,11GNO,Svartådalen,,,2012,16.3850321510549,59.9202790731848
17,1529900,6646656,11GNO,Svartådalen,,,2012,16.339977023413,59.938008024325
18,1529190,6648684,11GNO,Svartådalen,,,2012,16.3275630292038,59.9562607357284
19,1527782,6649932,11GNO,Svartådalen,,,2012,16.3025318834142,59.9675590756549
20,1526512,6648242,11GNO,Svartådalen,,,2012,16.2795788393716,59.9524742197183
1,1530252,6618340,11GSO,Västerås,inägorna N Slagårda,,2012,16.3421784056439,59.6838326411501
2,1530568,6619488,11GSO,Västerås,korsning Laggartorp-Tofttorp,,2012,16.3479540893855,59.6941136604608
3,1530868,6620896,11GSO,Västerås,infart liten skogsväg Kilåsen,,2012,16.3534872216696,59.7067292484209
4,1531884,6622704,11GSO,Västerås,"Nygårdshygget, infart liten skogsväg",,2012,16.3718083678882,59.7228806422263
5,1532184,6624824,11GSO,Västerås,Korsning Slagårdavägen/Bovallsvägen,,2012,16.3774642885399,59.7418857268023
6,1534136,6624512,11GSO,Västerås,infart mot Skarvsta,,2012,16.4121235452924,59.7389299275995
7,1534336,6622660,11GSO,Västerås,"fyrvägskorsning, Hägervallen",,2012,16.4153772317124,59.7222908933832
8,1534300,6620670,11GSO,Västerås,NE Solberga,,2012,16.4144133284562,59.7044326006686
9,1533706,6619554,11GSO,Västerås,SV Solberga,,2012,16.4036843286142,59.6944643314605
10,1532598,6618588,11GSO,Västerås,"Söräng, virkesupplagsplats",,2012,16.3838606794289,59.6858819638245
11,1531466,6617220,11GSO,Västerås,Korsning S Slagårda,,2012,16.3635613215474,59.6736901797321
12,1531858,6614278,11GSO,Västerås,E Lillhärad,,2012,16.3700742617246,59.6472540928017
13,1530956,6613382,11GSO,Västerås,"Lundby, Lillhärad",,2012,16.3539491375618,59.6392796388772
14,1531494,6611546,11GSO,Västerås,Nedervi,,2012,16.3632136014837,59.6227600756431
15,1532138,6609558,11GSO,Västerås,,,2012,16.3743232667866,59.604867397169
16,1534158,6606842,11GSO,Västerås,"NE Dingtuna, vid bäcken",,2012,16.4096592207146,59.58032951511
17,1536494,6607054,11GSO,Västerås,W Hacksta,,2012,16.4510341423256,59.5820354121964
18,1536812,6603434,11GSO,Västerås,Asköbäcken vid Boda,,2012,16.4560354139537,59.5495157827776
19,1536508,6600454,11GSO,Västerås,"Lövstapumpen, Asköviken",,2012,16.4501503100942,59.5227947939831
20,1536552,6598796,11GSO,Västerås,"Strax innan Rudö, Asköviken",,2012,16.4506437385746,59.5079092269861
1,1521828,6600418,11GSV,Hallstahammar,,,2012,16.1907981230228,59.5234908115751
2,1524124,6602248,11GSV,Hallstahammar,,,2012,16.2315686724315,59.5397914339064
3,1522492,6604710,11GSV,Hallstahammar,,,2012,16.2029816874299,59.5619809463182
4,1520912,6607520,11GSV,Hallstahammar,,,2012,16.1753116590285,59.5872852333546
5,1519320,6610122,11GSV,Hallstahammar,,,2012,16.1473685995718,59.610717156547
6,1518860,6614384,11GSV,Hallstahammar,,,2012,16.1395995049625,59.6489937146354
7,1518828,6616524,11GSV,Hallstahammar,,,2012,16.1392223545832,59.6682036591419
8,1521052,6615432,11GSV,Hallstahammar,,,2012,16.1785748139343,59.6582959313308
9,1519972,6618156,11GSV,Hallstahammar,,,2012,16.1596749018325,59.6827992471729
10,1521064,6622572,11GSV,Hallstahammar,,,2012,16.1794998837683,59.7223829246455
11,1519868,6624640,11GSV,Hallstahammar,,,2012,16.1584396524245,59.7410035841004
12,1516540,6623240,11GSV,Hallstahammar,,,2012,16.0991512719114,59.7285826320838
13,1515852,6620456,11GSV,Hallstahammar,,,2012,16.086712623348,59.7036204158973
14,1515572,6617720,11GSV,Hallstahammar,,,2012,16.0815376524628,59.6790727733831
15,1515128,6614468,11GSV,Hallstahammar,,,2012,16.0734247258288,59.6498991699241
16,1513352,6611480,11GSV,Hallstahammar,,,2012,16.0417415170566,59.6231391140429
17,1511148,6608548,11GSV,Hallstahammar,,,2012,16.0025335985974,59.5968855034454
18,1507668,6606076,11GSV,Hallstahammar,,,2012,15.9408279793723,59.5747742189679
19,1505396,6608636,11GSV,Hallstahammar,,,2012,15.9006905736299,59.5977883522564
20,1505056,6611732,11GSV,Hallstahammar,,,2012,15.8947433565856,59.6255826861733
1,1570700,6611444,11HSV,Enköping,,,2012,17.057764142307,59.6170536034544
2,1571478,6612546,11HSV,Enköping,,,2012,17.0719164039165,59.6268105945273
3,1572659,6616014,11HSV,Enköping,,,2012,17.0940324465003,59.6577282087183
4,1572860,6618782,11HSV,Enköping,,,2012,17.0985526538443,59.6825326178516
5,1572696,6621095,11HSV,Enköping,,,2012,17.0964403007405,59.7033175637198
6,1572336,6624358,11HSV,Enköping,,,2012,17.0911697996367,59.7326615739148
7,1570379,6624335,11HSV,Enköping,,,2012,17.0563792672547,59.7327907695695
8,1568576,6624416,11HSV,Enköping,,,2012,17.0243594889828,59.7338186943564
9,1566638,6624666,11HSV,Enköping,,,2012,16.9899916191388,59.7363770794425
10,1563054,6625016,11HSV,Enköping,,,2012,16.9263863087778,59.7400766250897
11,1560953,6624341,11HSV,Enköping,,,2012,16.8888377297636,59.7343320329896
12,1559118,6623865,11HSV,Enköping,,,2012,16.8560854350165,59.7303249016662
13,1556962,6622124,11HSV,Enköping,,,2012,16.8172935909588,59.7150007536537
14,1557384,6620569,11HSV,Enköping,,,2012,16.8243667932901,59.7009873202076
15,1558328,6618610,11HSV,Enköping,,,2012,16.840588247022,59.683275063302
16,1560343,6617499,11HSV,Enköping,,,2012,16.8760337864634,59.6730176912326
17,1562543,6617817,11HSV,Enköping,,,2012,16.9151624828861,59.6755475180701
18,1564564,6618438,11HSV,Enköping,,,2012,16.9512132778952,59.6808126097183
19,1565993,6620087,11HSV,Enköping,,,2012,16.9770895575906,59.6953873298989
20,1567722,6618547,11HSV,Enköping,,,2012,17.0072916822702,59.681289890111
1,1637667,6643399,11INO,Knutby,,Mötesplats på höger sida,2010,18.2642613622056,59.8869313217487
2,1638318,6641645,11INO,Knutby,,Avtagsväg vänster,2010,18.2747105131152,59.8709851300733
3,1638341,6639711,11INO,Knutby,,Vägkorsning vid Korsängen,2010,18.2738352305946,59.8536343388855
4,1636370,6638998,11INO,Knutby,,"Skogsväg till höger , åker till vänster",2010,18.2382330976865,59.8478943146017
5,1634542,6638778,11INO,Knutby,,Infart till åker till höger,2010,18.2055096419512,59.846519360317
6,1632510,6638734,11INO,Knutby,,Skogsväg till höger,2010,18.1692648187008,59.8467799823953
7,1629967,6638952,11INO,Knutby,,"Vägkorsning , väg mot Gränby",2010,18.1240745063394,59.8495410669628
8,1625586,6640415,11INO,Knutby,,"Vägkorsning,väg mot Almunge",2010,18.0468597287497,59.8640146473055
9,1625953,6643068,11INO,Knutby,,Mötesplats till vänster,2010,18.055011828807,59.8876975426196
10,1625620,6644972,11INO,Knutby,,Skylt Lilla Moga,2010,18.0502207288853,59.9048756047288
11,1625407,6647740,11INO,Knutby,,Vägkorsning Nyby till vänster.,2010,18.0480916212445,59.9297661320375
12,1627664,6646944,11INO,Knutby,,Mötesplats i kurva till vänster,2010,18.0879315981998,59.9219351789096
13,1631247,6649651,11INO,Knutby,,Infart till elstation t. höger.,2010,18.1536540024639,59.9450885825055
14,1632963,6648235,11INO,Knutby,,Avtagsväg till höger,2010,18.1834198601007,59.9318403438532
15,1634869,6646152,11INO,Knutby,,Vid tvärgående dike,2010,18.2161217609802,59.9125419766667
16,1633676,6645069,11INO,Knutby,,Mötesplats på liten höjd,2010,18.1941189814307,59.9032175490501
17,1635117,6643812,11INO,Knutby,,Mötesplats till höger,2010,18.2190272211775,59.8914762940572
18,1640974,6645687,11INO,Knutby,,Busshållplats på vä. sida,2010,18.3248215714377,59.906333637416
19,1643369,6644687,11INO,Knutby,,Liten väg till åker t höger,2010,18.3668882335268,59.8965426220121
20,1645274,6644613,11INO,Knutby,,Busshållplats till höger,2010,18.4008350553479,59.8952138421328
1,1611083,6603217,11ISV,Arlanda,,Parkera Ryds kyrka.  Ca 150 m på väg mot NO vid färisten,2012,17.7685418874454,59.5344696771032
2,1609875,6600990,11ISV,Arlanda,,"Symmetrivägen svänger mot V nära ån/bäcken/diket.Till p3, kör E18 till Bro osv",2012,17.7460565810641,59.5148092712303
3,1605652,6602812,11ISV,Arlanda,,Trevägskorsning västa sidan Lejondalssjö. Kör åter via Bro till p.4,2012,17.6724086632805,59.5322398620723
4,1603378,6604286,11ISV,Arlanda,,"Norr om Högbytorp ca 250 m, skogsväg vid vägbom",2012,17.6329584120037,59.5460308873958
5,1603544,6609358,11ISV,Arlanda,,"Grusväg förbi Skråmsta/Väst-Tibble,vid sista mötesplatsen innan Asfaltsvägen korsas.",2012,17.6383635296633,59.5914940055097
6,1606340,6606848,11ISV,Arlanda,,Parkera vid militärens info-tavla. Ca 100 m kraftledningsgata.,2012,17.6865780625266,59.5682745627299
7,1603496,6611920,11ISV,Arlanda,,"ca 750 m NV om Aske , träddungen slutar , stora fält ONO",2012,17.6387651960716,59.6144910583047
8,1601914,6612974,11ISV,Arlanda,,"Parkera Håtuna Kyrka, ca 150 m grusvägen mot NNO",2012,17.611260848287,59.624335938066
9,1603824,6614750,11ISV,Arlanda,,"Trevägskorsning, ca1200 m SO Bärmö, kör åter till stora vägen mot p 10",2012,17.6459613998659,59.6397990773806
10,1608600,6616388,11ISV,Arlanda,,"Venngarn , vid Fiskartorp",2012,17.7314281395177,59.6532788293978
11,1604850,6620184,11ISV,Arlanda,,"Vid vägbom skogsväg, ca 1,5 km O Pilsbo",2012,17.6668409953345,59.6882930444093
12,1604638,6622066,11ISV,Arlanda,,"Vid vägbom skogsväg , ca 1km V Ulrikadal. Kör ut till stora vägen och S till p 13.",2012,17.6640142577306,59.7052303468361
13,1607724,6621184,11ISV,Arlanda,,"Trevägskorsning , avtag mot Örby. Kör genom Tibble mot Hova till p 14",2012,17.718350034677,59.6965311271697
14,1611340,6619408,11ISV,Arlanda,,"Syd om Hova , stora fält mot V",2012,17.7815889736531,59.6796484789845
15,1614672,6617048,11ISV,Arlanda,,ca 500 m N ( lite åt V) Herresta,2012,17.8394113788253,59.6575751014859
16,1620462,6612670,11ISV,Arlanda,,"ca 600 m OSO Starrmossen, vägbom vid skogsväg. Kör genom Kimsta till p 17",2012,17.939550192505,59.616673554562
17,1621654,6608633,11ISV,Arlanda,,Trevägskorsning ca 500 O om Skånela kyrka,2012,17.9583369376688,59.5801170708577
18,1619056,6607856,11ISV,Arlanda,,Åholmens badplats vid Fysingen. Kör via rondellen över E4 Upplands-Väsby till p 19.,2012,17.9119549847344,59.5738943763742
19,1615462,6601998,11ISV,Arlanda,,Parkeringsplatsen Kairo Badplats,2012,17.8452242741364,59.5223516016438
20,1614425,6605980,11ISV,Arlanda,,Trevägskorsning Runsa,2012,17.8290554528986,59.5583569132859
1,1654200,6635913,11JNV,Estuna,,,2012,18.5536713751675,59.813980481352
2,1652097,6636565,11JNV,Estuna,,,2012,18.5167106720963,59.8206029730626
3,1650599,6638070,11JNV,Estuna,,,2012,18.4911251144461,59.834643750958
4,1649319,6639325,11JNV,Estuna,,,2012,18.4692236953535,59.8463595806499
5,1650544,6641265,11JNV,Estuna,,,2012,18.4924542599668,59.8633100068984
6,1652492,6640821,11JNV,Estuna,,,2012,18.5268567784062,59.8586159961271
7,1654777,6641074,11JNV,Estuna,,,2012,18.567773416828,59.8600360775102
8,1656757,6640957,11JNV,Estuna,,,2012,18.6029778669664,59.8582419641253
9,1658606,6641303,11JNV,Estuna,,,2012,18.6361963036999,59.8606394118544
10,1660434,6640833,11JNV,Estuna,,,2012,18.6684160820627,59.8557214630965
11,1662849,6642005,11JNV,Estuna,,,2012,18.7123695835975,59.8652845598639
12,1665018,6642009,11JNV,Estuna,,,2012,18.7510352423956,59.8644611127315
13,1666917,6642897,11JNV,Estuna,,,2012,18.7855955117076,59.8716592017745
14,1669156,6642771,11JNV,Estuna,,,2012,18.8254082329934,59.8696203559933
15,1668087,6641228,11JNV,Estuna,,,2012,18.8051056735517,59.8562253762841
16,1666730,6640018,11JNV,Estuna,,,2012,18.7799559437569,59.8459280872658
17,1664492,6638623,11JNV,Estuna,,,2012,18.7389858208651,59.8343182559099
18,1661290,6637609,11JNV,Estuna,,,2012,18.6811761080287,59.8264871846921
19,1657868,6635610,11JNV,Estuna,,,2012,18.618731823535,59.8098837705205
20,1656202,6634915,11JNV,Estuna,,,2012,18.5885610477,59.8042837630762
1,1650924,6625212,11JSV,Länna-Riala,,,2012,18.487645905271,59.7192398909093
2,1650052,6620592,11JSV,Länna-Riala,,,2012,18.4688737618464,59.6781307585096
3,1650188,6619116,11JSV,Länna-Riala,,,2012,18.4702340413968,59.6648474353688
4,1650808,6617688,11JSV,Länna-Riala,,,2012,18.480202000979,59.6518198453382
5,1655162,6615330,11JSV,Länna-Riala,,,2012,18.5556011569608,59.6290824939253
6,1652494,6615132,11JSV,Länna-Riala,,,2012,18.5082262167594,59.6282897668077
7,1653354,6613106,11JSV,Länna-Riala,,,2012,18.5219829413822,59.6098097047663
8,1654298,6611126,11JSV,Länna-Riala,,,2012,18.5372436403172,59.5917097214487
9,1655108,6608132,11JSV,Länna-Riala,,,2012,18.5493795460132,59.5645662639815
10,1656514,6609274,11JSV,Länna-Riala,,,2012,18.5750628484979,59.5742820128348
11,1657564,6611212,11JSV,Länna-Riala,,,2012,18.5950585697457,59.591263378897
12,1658232,6613090,11JSV,Länna-Riala,,,2012,18.6082719099574,59.6078483386871
13,1658802,6614802,11JSV,Länna-Riala,,,2012,18.6196393959926,59.6229808516342
14,1659878,6616640,11JSV,Länna-Riala,,,2012,18.640071868792,59.6390484409272
15,1661543,6621509,11JSV,Länna-Riala,,,2012,18.6732787867287,59.6820574914914
16,1659966,6622404,11JSV,Länna-Riala,,,2012,18.6459994073892,59.6906893937858
17,1658030,6621580,11JSV,Länna-Riala,,,2012,18.6110479266235,59.6840407556889
18,1656460,6622350,11JSV,Länna-Riala,,,2012,18.5837818674245,59.6915365239088
19,1653786,6623222,11JSV,Länna-Riala,,,2012,18.5369933205667,59.7003502809487
20,1653320,6625358,11JSV,Länna-Riala,,,2012,18.5302830141186,59.7196731874619
1,1594230,6669970,12HSO,Velången/Sörsjön,Nyboda,I skogskanten vid odlade fält. P på traktorväg på norra sidan några 100m efter gården.,2013,17.5009934831407,60.1375027327717
2,1591900,6670070,12HSO,Velången/Sörsjön,Granlunda,På höjd strax efter dike med uppvuxna hyggen på båda sidor. M-plats höger/norr sida.,2013,17.4591259073744,60.1389296251581
3,1589850,6670345,12HSO,Velången/Sörsjön,V Pålsboda,"Vid bommad skogsväg på norra sidan. Hygge på norra sidan, barrskog på södra sidan.",2013,17.4223687830469,60.1418520025618
4,1588735,6668135,12HSO,Velången/Sörsjön,Lunda,P-plats vid bommade infarten till Lunda/Gåsholmen,2013,17.4013485323361,60.1222672319876
5,1587160,6670075,12HSO,Velången/Sörsjön,Gråmyren,M-plats några 100m innan T-korset mot Sörsjön. Gles blandskog.,2013,17.3738567376591,60.1400112334331
6,1583790,6665640,12HSO,Velången/Sörsjön,Hällen,P några 100-tal m in längs allén på grusvägen efter avtaget mot Åkerlänna.,2013,17.311409682667,60.1009225713437
7,1584720,6663245,12HSO,Velången/Sörsjön,Överbo,P Ca 200m efter uppfart till hus på västra sidan. In i skogen strax efter inägor.,2013,17.3271308787297,60.0792427160227
8,1585920,6661770,12HSO,Velången/Sörsjön,Mångelbo,"P några 100-tal m efter hus på östra sidan. Skog första 2 åren, numera stort hygge på östra sidan.",2013,17.3480620655055,60.0657591085371
9,1586000,6659680,12HSO,Velången/Sörsjön,Domarbo,P vid Y-avtag mot Domarbo där grusvägen övergår i asfalt.,2013,17.3486227881655,60.0469902792531
10,1586930,6657340,12HSO,Velången/Sörsjön,N Åkerlänna,Alldeles innan/väster om Åkerlänna i kanten mot fälten. P traktorväg på norrsidan vägen i skogskant.,2013,17.364317674078,60.0257995048983
11,1587295,6654745,12HSO,Velången/Sörsjön,O Oxsätra,"P på traktorväg på sydöstra sidan vägen mot åkermarken, vid betesmark på norra sidan vägen.",2013,17.3697616368783,60.0024391820069
12,1589800,6654715,12HSO,Velången/Sörsjön,O Söderäng,Efter avfarten mot Söderäng vid första tillfället att vända strax efter ladan.,2013,17.4146265167554,60.0016311136127
13,1590625,6657760,12HSO,Velången/Sörsjön,O Norrboda,Alldeles vid Lada på västra sidan där vägen svänger nästan 90 grader österut (med ett par lador till i närheten på fälten).,2013,17.4307461498001,60.0287700114999
14,1593060,6658560,12HSO,Velången/Sörsjön,O Villsåker,Liten parkeringsficka längs vägen mitt ute bland åkrarna.,2013,17.4747653570723,60.0354035010286
15,1593355,6660610,12HSO,Velången/Sörsjön,Mickelsbo,"Längs vägen några 100m innan/söder om första husen. Större fält på västra sidan, skogskanten på östra sidan.",2013,17.4809866952918,60.0537286415145
16,1591670,6663915,12HSO,Velången/Sörsjön,Tolvmansmossen,P vid skogsvägen som går in nordösterut mot södra delen av Velången.,2013,17.4522299545821,60.0837600431216
17,1590420,6665000,12HSO,Velången/Sörsjön,NNO Tremanskärret,"P längs vägen, skog båda sidor.",2013,17.4302597710024,60.0937719586936
18,1589180,6666160,12HSO,Velången/Sörsjön,SO Ladubo,P östra sidan vägen vid bommade skogsvägen.,2013,17.4084886316274,60.1044509857596
19,1587195,6666340,12HSO,Velången/Sörsjön,N Hocksbo,"P motsatta sidan vägen vid infarten mot Rissbo, betesmarker i skogstrakt.",2013,17.3728929268006,60.1064930207964
20,1585680,6665085,12HSO,Velången/Sörsjön,N Risbo,Trevägskorsning längs skogsväg. Ny punkt från Period 2 2013.,2013,17.3451395406886,60.0955523498755
1,1573225,6664042,12HSV,Huddunge,,,2010,17.1209754605771,60.0886066068771
2,1572277,6666393,12HSV,Huddunge,,,2010,17.1047750193965,60.1098706719636
3,1569719,6661853,12HSV,Huddunge,,,2010,17.0572466706191,60.0695747362347
4,1570930,6660717,12HSV,Huddunge,,,2010,17.0785968380419,60.0591736143016
5,1569152,6665016,12HSV,Huddunge,,,2010,17.0481334938915,60.0980534848175
6,1570377,6666934,12HSV,Huddunge,,,2010,17.0708061927664,60.1150558519418
7,1566628,6666195,12HSV,Huddunge,,,2010,17.003160200841,60.1090511074414
8,1563769,6665629,12HSV,Huddunge,,,2010,16.9515887003708,60.1044267291851
9,1567899,6666291,12HSV,Huddunge,,,2010,17.0260397988831,60.1097039989596
10,1567645,6662375,12HSV,Huddunge,,,2010,17.020180732158,60.0746058647182
11,1567177,6660690,12HSV,Huddunge,,,2010,17.0112250750179,60.0595623055513
12,1565502,6663734,12HSV,Huddunge,,,2010,16.982131563685,60.0871485680207
13,1563811,6663695,12HSV,Huddunge,,,2010,16.9517411023008,60.0870650733889
14,1564987,6661986,12HSV,Huddunge,,,2010,16.9723258292368,60.0715445238137
15,1563395,6661984,12HSV,Huddunge,,,2010,16.9437388246307,60.0717754909914
16,1564247,6656826,12HSV,Huddunge,,,2010,16.9574251131236,60.0253565071722
17,1566224,6657665,12HSV,Huddunge,,,2010,16.9931445974084,60.032571842594
18,1568036,6656907,12HSV,Huddunge,,,2010,17.0253915614174,60.0254740648248
19,1569702,6656638,12HSV,Huddunge,,,2010,17.0551728494315,60.0227812396999
20,1572224,6656689,12HSV,Huddunge,,,2010,17.1004072736933,60.0228037741986
1,1645902,6677350,12INO,Östhammar-Harg,Dragsvägen,"1:a avtaget N stora viltvattnet, 500m S Draget",2010,18.4352834968144,60.1885189260113
2,1644110,6676756,12INO,Östhammar-Harg,Stallet,Vägkorsning 100m SSO Herrgården i Harg,2010,18.4025975426572,60.1838292263079
3,1641048,6678616,12INO,Östhammar-Harg,Backaskurvan,"250m NV Backas, Löhammar",2010,18.3487617111068,60.2015756273893
4,1639170,6679312,12INO,Östhammar-Harg,Storgran,Avtaget 600m O om Björsta,2010,18.3154091400453,60.2084610147197
5,1636882,6679308,12INO,Östhammar-Harg,Blomtorps-avfarten,"""P-plats"" strax efter avtaget mot Blomtorp",2010,18.2741816710664,60.2091989442249
6,1635144,6679630,12INO,Östhammar-Harg,"Lärkträdskurvan, Väddika",300m V om ån från f. d. Väddikasjön,2010,18.2430795201357,60.2126656159269
7,1633234,6677162,12INO,Östhammar-Harg,Däcksta,Liteb raksträcka 300m S om Däcksta,2010,18.2070412032329,60.1911620373943
8,1630242,6675842,12INO,Östhammar-Harg,Fyrbovägs-korsningen,"Vägkorsning 1,1km V om Gimo Herrgård",2010,18.1523104356724,60.1802896080589
9,1628990,6677410,12INO,Östhammar-Harg,Hygge före Sågarbo,Skogsbilväg 300m O om Sågarbo,2010,18.130763329526,60.1947485622346
10,1626986,6678802,12INO,Östhammar-Harg,Dalstorp,Skogsbilväg 150 m O om Dalstorp,2010,18.0955357906991,60.2078603701013
11,1625392,6680458,12INO,Östhammar-Harg,Korsning mot Svalbo,"Vägkorsning 2,3 km SV Svalbo (fågelvägen)",2010,18.0678344148376,60.2232047626492
12,1626462,6682000,12INO,Östhammar-Harg,Bäck före Svalbo,100m S om bäck 300m S om Svalbo,2010,18.0880863648053,60.2367033752789
13,1628570,6681876,12INO,Östhammar-Harg,Bäck efter Hackbol,Bäck 700m O om Hackbol,2010,18.1260263504844,60.2349319941848
