Punkt,RT-90 O,RT-90 N,RUTT,RUTTNAMN,PUNKTNAMN,PUNKTBESKR,ÅR,xcoord,ycoord
6,1410269,6319309,05ESV,Rydaholm,Sävrarp (dammkorsning),,2010,14.3289897085227,56.9915281871189
7,1407243,6318173,05ESV,Rydaholm,Nederled (Kungshall P-plats),,2010,14.2796437904495,56.9807333285791
8,1407580,6315899,05ESV,Rydaholm,Luveryd (Norra milstenen),,2010,14.2860161001054,56.9603877401023
9,1407468,6313348,05ESV,Rydaholm,Linnås (söder backen),,2010,14.285108774688,56.937465668912
10,1406932,6310732,05ESV,Rydaholm,Stammaderna (Helge å),,2010,14.2772677631376,56.9138750946022
11,1406304,6309082,05ESV,Rydaholm,Malaberg (Ljungabo göl),,2010,14.2675710396655,56.8989369733503
12,1412088,6310814,05ESV,Rydaholm,Älganäs (södra sjöände),,2010,14.3618574931697,56.9156177067995
13,1411460,6312992,05ESV,Rydaholm,Sörhult,,2010,14.350789438631,56.9350502022316
14,1412662,6315511,05ESV,Rydaholm,Spånhyltan öster,,2010,14.3696580020873,56.9578917254943
15,1414544,6315856,05ESV,Rydaholm,Korsmon,,2010,14.4004650182345,56.9613402181385
16,1415648,6318452,05ESV,Rydaholm,Mexarp Fågeltorn (Bron),,2010,14.4177399976313,56.9848477286281
17,1416736,6315434,05ESV,Rydaholm,Exhult (Myrkanten),,2010,14.4366252075088,56.9579514294419
18,1418665,6311883,05ESV,Rydaholm,Hjortsberga kyrka (W kyrkgöl),,2010,14.4694632982172,56.9264154655634
19,1421825,6314201,05ESV,Rydaholm,Sköldstad (Karlsborg),,2010,14.5206290694286,56.9477697059845
20,1423516,6312978,05ESV,Rydaholm,Hjärtanäs (nordväst ån),,2010,14.5487781205305,56.937072387864
1,1454627,6327744,05FNV,Åseda,,,2012,15.0571314266494,57.0737518312284
2,1455324,6329965,05FNV,Åseda,,,2012,15.0682262429486,57.0937623048448
3,1455728,6332694,05FNV,Åseda,,,2012,15.0744073670413,57.1183049401757
4,1457120,6335770,05FNV,Åseda,,,2012,15.096855590708,57.1460562172145
5,1460444,6335681,05FNV,Åseda,,,2012,15.1517770941869,57.1455555255259
6,1462627,6334272,05FNV,Åseda,,,2012,15.1880476625093,57.1330868678189
7,1464441,6334826,05FNV,Åseda,,,2012,15.2179231797473,57.138205380948
8,1464688,6337047,05FNV,Åseda,,,2012,15.2216880267586,57.1581671677928
9,1466343,6337112,05FNV,Åseda,,,2012,15.2490267672852,57.1588752291219
10,1468854,6336933,05FNV,Åseda,,,2012,15.2905424169146,57.1574453306023
11,1467850,6333186,05FNV,Åseda,,,2012,15.2744351623551,57.1237307872872
12,1469450,6332062,05FNV,Åseda,,,2012,15.3009869674756,57.1137472508258
13,1471087,6331014,05FNV,Åseda,,,2012,15.3281262257953,57.1044428182285
14,1472608,6328347,05FNV,Åseda,,,2012,15.3535155006711,57.0805878709593
15,1470244,6328451,05FNV,Åseda,,,2012,15.3145210858799,57.0813748529002
16,1467981,6328944,05FNV,Åseda,,,2012,15.2771409023591,57.0856497053708
17,1466159,6329570,05FNV,Åseda,,,2012,15.2470079875078,57.0911402963973
18,1460872,6328446,05FNV,Åseda,,,2012,15.1599790176819,57.080628353116
19,1458823,6327295,05FNV,Åseda,,,2012,15.1263814144495,57.0701146323324
20,1456681,6327202,05FNV,Åseda,,,2012,15.0910875615289,57.0690830354444
1,1523804,6331028,05GNV,Högsby,,Råsten (söder Bankeberg),2011,16.1980204967928,57.1048683088735
2,1520840,6332552,05GNV,Högsby,,"Målen, NO Ruda",2011,16.1492381133383,57.1186963593201
3,1521888,6327878,05GNV,Högsby,,Långemåla,2011,16.1661306814726,57.0766775543144
4,1518668,6327948,05GNV,Högsby,,Osemåla,2011,16.1130429520424,57.0774473143057
5,1516620,6327292,05GNV,Högsby,,NO Hultsnäs (vsk Kohags/Orrängsvägen),2011,16.0792304760234,57.0716347731971
6,1515712,6329900,05GNV,Högsby,,Älmhultsbro,2011,16.0644235103571,57.0950853652596
7,1518500,6333536,05GNV,Högsby,,Ruda gård (NO järnvägen),2011,16.1106838496727,57.1276319022543
8,1514860,6335120,05GNV,Högsby,,Ekeby,2011,16.0506767479664,57.1419869879752
9,1512796,6336692,05GNV,Högsby,,Kolsrum,2011,16.016664423251,57.156164646745
10,1510900,6337444,05GNV,Högsby,,"Horsebergasjön, östra änden",2011,15.9853675594103,57.1629658943907
11,1510784,6340156,05GNV,Högsby,,Virstad,2011,15.9835669645571,57.1873211526825
12,1509280,6342524,05GNV,Högsby,,Drageryd,2011,15.9587815376201,57.2086173300765
13,1513504,6341832,05GNV,Högsby,,P-ficka just innan Berga,2011,16.0286403821915,57.2022992154313
14,1516116,6343892,05GNV,Högsby,,Basebovägen/Jonas Stolts kyrkväg,2011,16.0719875182565,57.2207129206754
15,1514872,6345776,05GNV,Högsby,,Solhöjden (skylten),2011,16.0515081069482,57.2376720359839
16,1515824,6347968,05GNV,Högsby,,"Bockara, Örgärdsvägen",2011,16.0674126986217,57.2573231133966
17,1520750,6349284,05GNV,Högsby,,norr Korsvägen,2011,16.1491416426756,57.2689438188422
18,1520604,6346732,05GNV,Högsby,,Bron vid Flåen,2011,16.1465105415757,57.2460351828184
19,1522154,6343628,05GNV,Högsby,,"Skiren, badplatsen",2011,16.1719087597728,57.2180912230406
20,1524188,6340772,05GNV,Högsby,,Idhultesjön,2011,16.2052974863092,57.1923437548506
1,1537744,6314844,05GSO,Ålem,,,2010,16.4256143274406,56.9586181734675
2,1537294,6312244,05GSO,Ålem,,,2010,16.417835986595,56.9353081050759
3,1538024,6309764,05GSO,Ålem,,,2010,16.4294552246622,56.9129799243977
4,1538224,6307784,05GSO,Ålem,,,2010,16.4324407428913,56.8951842102121
5,1537134,6304424,05GSO,Ålem,,,2010,16.4140664622388,56.8651013726314
6,1535054,6302864,05GSO,Ålem,,,2010,16.3797511561966,56.8512544564753
7,1532034,6302224,05GSO,Ålem,,,2010,16.3301767787865,56.8457249080048
8,1529904,6302124,05GSO,Ålem,,,2010,16.2952619398277,56.8449684768529
9,1528324,6304264,05GSO,Ålem,,,2010,16.2696092051048,56.8642838564235
10,1527334,6306184,05GSO,Ålem,,,2010,16.2535842901082,56.8815841314058
11,1525964,6308314,05GSO,Ålem,,,2010,16.2313302602985,56.9007894303522
12,1527544,6310304,05GSO,Ålem,,,2010,16.2574745629775,56.9185681642127
13,1531474,6311744,05GSO,Ålem,,,2010,16.3221769463882,56.9312492675632
14,1529414,6313444,05GSO,Ålem,,,2010,16.2885406007583,56.9466496163579
15,1526914,6314444,05GSO,Ålem,,,2010,16.2475696791673,56.9557808968786
16,1525224,6315564,05GSO,Ålem,,,2010,16.219906128466,56.9659330180561
17,1525434,6318064,05GSO,Ålem,,,2010,16.2236093851256,56.9883706574355
18,1525714,6320324,05GSO,Ålem,,,2010,16.228444889524,57.0086491194262
19,1528734,6319434,05GSO,Ålem,,,2010,16.2780471442053,57.0004798745446
20,1535444,6317824,05GSO,Ålem,,,2010,16.3882293061206,56.9855582848186
1,1557034,6297124,05HSV,Norra Öland,Störlinge syd,,2012,16.7386691680957,56.7975420880049
2,1557270,6298494,05HSV,Norra Öland,"Störlinge nord, kvarnraden",,2012,16.7428377089994,56.809814305355
3,1558394,6300084,05HSV,Norra Öland,"Tjusby nord, skog väst om, äng ost",,2012,16.7615998212647,56.8239512728856
4,1560604,6302844,05HSV,Norra Öland,"Bredsättra nord, strax syd stora talldungen väst vägen",,2012,16.7984440390366,56.8484503922268
5,1561764,6304844,05HSV,Norra Öland,"Melösa nord, Egby syd",,2012,16.8179360024293,56.866255235736
6,1561940,6306744,05HSV,Norra Öland,Laxeby syd,,2012,16.821283403119,56.8832912076724
7,1562982,6310988,05HSV,Norra Öland,"Norr Löt, strax innan skogen börjar väst vägen",,2012,16.8394246306671,56.9212560805917
8,1563372,6314928,05HSV,Norra Öland,"Petgärde träsk, p-ficka norr stora parkeringen",,2012,16.8468120513374,56.9565781103387
9,1563584,6316887,05HSV,Norra Öland,"Djurstads träsk, NV om",,2012,16.8507878783037,56.9741377736179
10,1563984,6328144,05HSV,Norra Öland,Syd Föra,,2012,16.8602203519291,57.0751513534383
11,1566964,6330233,05HSV,Norra Öland,Syd avfarten till Lilla Horn,,2012,16.9099026626323,57.0934837409582
12,1569832,6332864,05HSV,Norra Öland,Källa syd,,2012,16.9579367458319,57.1166791731153
13,1572524,6335852,05HSV,Norra Öland,Bläsingeavfarten,,2012,17.0032279771336,57.1430886619265
14,1574756,6341912,05HSV,Norra Öland,Mellan bägge Dödeviavfarterna,,2012,17.0419020167348,57.1971352868356
15,1575028,6344384,05HSV,Norra Öland,V. Alvara,,2012,17.0471449163262,57.2192831653785
16,1573886,6347912,05HSV,Norra Öland,Nord Fagerumsavfarten,,2012,17.0292946394234,57.2511409274691
17,1573180,6352286,05HSV,Norra Öland,Lyckesandavfarten,,2012,17.0188912827519,57.2905215273928
18,1573640,6354308,05HSV,Norra Öland,"Bygdegården, något ost om",,2012,17.0271195299524,57.3085999975691
19,1575064,6355246,05HSV,Norra Öland,Mot flygplatsen utanför skogsgränsen,,2012,17.0510260890767,57.316789187695
20,1575184,6356620,05HSV,Norra Öland,Flygplatsen,,2012,17.053434903384,57.3291042148456
1,1439620,6367240,06ESO,Sävsjö,,,2010,14.8001223509309,57.4266283075657
2,1438196,6369720,06ESO,Sävsjö,,,2010,14.7757968994689,57.4487017198296
3,1437528,6371640,06ESO,Sävsjö,,,2010,14.764182391316,57.4658474885533
4,1434812,6369748,06ESO,Sävsjö,,,2010,14.7194362985156,57.4484798784954
5,1432808,6367432,06ESO,Sävsjö,,,2010,14.6866998889854,57.4273958811748
6,1431308,6369872,06ESO,Sävsjö,,,2010,14.6610515187945,57.4490765388118
7,1428740,6369504,06ESO,Sävsjö,,,2010,14.6183952631684,57.4453771836765
8,1428284,6365534,06ESO,Sävsjö,,,2010,14.6119639089888,57.4096656259571
9,1427214,6361914,06ESO,Sävsjö,,,2010,14.59523748525,57.3769979278983
10,1429840,6361444,06ESO,Sävsjö,,,2010,14.6390150483062,57.3731907055023
11,1433388,6361108,06ESO,Sävsjö,,,2010,14.6980680253636,57.3707070072161
12,1435914,6359714,06ESO,Sävsjö,,,2010,14.7404067802061,57.3585544567376
13,1439768,6357396,06ESO,Sävsjö,,,2010,14.8049973775361,57.3382693194502
14,1440904,6355756,06ESO,Sävsjö,,,2010,14.8242516444187,57.3236939743636
15,1443628,6357144,06ESO,Sävsjö,,,2010,14.8691444901682,57.3365004145468
16,1447672,6361704,06ESO,Sävsjö,,,2010,14.9353178604582,57.3779235032368
17,1445194,6364344,06ESO,Sävsjö,,,2010,14.8935406585682,57.4013342022412
18,1443884,6367534,06ESO,Sävsjö,,,2010,14.871022838274,57.4298144392777
19,1444476,6371096,06ESO,Sävsjö,,,2010,14.8800687593698,57.4618669166528
20,1441116,6371004,06ESO,Sävsjö,,,2010,14.8241154904868,57.4606173919498
1,1406472,6372514,06ESV,Härån,,,2010,14.2465147945623,57.468355646567
2,1406693,6370533,06ESV,Härån,,,2010,14.2509517098882,57.4506199312612
3,1406364,6369188,06ESV,Härån,,,2010,14.245987867292,57.4384796762785
4,1409305,6369560,06ESV,Härån,,,2010,14.2948039213872,57.4424153070847
5,1410461,6367913,06ESV,Härån,,,2010,14.3146498516686,57.4278608507879
6,1410562,6365470,06ESV,Härån,,,2010,14.3172210084401,57.4059518572194
7,1409201,6364512,06ESV,Härån,,,2010,14.2949408892505,57.3970831274721
8,1408573,6362591,06ESV,Härån,,,2010,14.2852138532247,57.3797142814448
9,1406688,6359945,06ESV,Härån,,,2010,14.2548910527054,57.3555814179724
10,1404722,6357495,06ESV,Härån,,,2010,14.223187904489,57.3331837473311
11,1402894,6355662,06ESV,Härån,,,2010,14.1935697016275,57.3163456772909
12,1401463,6356834,06ESV,Härån,,,2010,14.1693629920813,57.3265586076951
13,1402811,6358219,06ESV,Härån,,,2010,14.1911859918401,57.3392791491059
14,1401825,6359948,06ESV,Härån,,,2010,14.1741303447672,57.3545869899048
15,1402202,6362904,06ESV,Härån,,,2010,14.1792166938277,57.3812001747964
16,1402697,6365006,06ESV,Härån,,,2010,14.1866108139621,57.4001731126634
17,1402699,6364991,06ESV,Härån,,,2010,14.1866500092007,57.4000389051021
18,1402992,6368557,06ESV,Härån,,,2010,14.1901121291545,57.4321087107065
19,1403072,6371682,06ESV,Härån,,,2010,14.1902067490495,57.4601746251313
20,1401902,6373917,06ESV,Härån,,,2010,14.1698247465538,57.4799836054286
1,1497413,6373536,06FSO,Järnforsen,,,2010,15.7620787338936,57.4871695632766
2,1494837,6371970,06FSO,Järnforsen,,,2010,15.7191618849364,57.4730858654771
3,1491656,6371603,06FSO,Järnforsen,,,2010,15.6661573391363,57.4697427605673
4,1490066,6374183,06FSO,Järnforsen,,,2010,15.6395540480169,57.4928766526152
5,1487487,6373353,06FSO,Järnforsen,,,2010,15.5965899397319,57.4853598574125
6,1485354,6372170,06FSO,Järnforsen,,,2010,15.5610990734141,57.4746734958471
7,1482325,6370889,06FSO,Järnforsen,,,2010,15.5107064510895,57.4630630975679
8,1481634,6368257,06FSO,Järnforsen,,,2010,15.4993909677325,57.4394026858597
9,1483299,6364563,06FSO,Järnforsen,,,2010,15.527367779027,57.4062982259035
10,1486291,6364844,06FSO,Järnforsen,,,2010,15.5771280929993,57.4089217311875
11,1487824,6364332,06FSO,Järnforsen,,,2010,15.6026590509956,57.4043681832873
12,1485924,6362557,06FSO,Järnforsen,,,2010,15.5711536498244,57.3883750601339
13,1485905,6358401,06FSO,Järnforsen,,,2010,15.5710766317022,57.3510567639395
14,1488076,6354969,06FSO,Järnforsen,,,2010,15.6073067182285,57.3203019987122
15,1490886,6353099,06FSO,Järnforsen,,,2010,15.6540153838137,57.3035757001803
16,1494341,6350772,06FSO,Järnforsen,,,2010,15.7113879778833,57.2827369383819
17,1499366,6352305,06FSO,Järnforsen,,,2010,15.794701927845,57.2965376737449
18,1498656,6358659,06FSO,Järnforsen,,,2010,15.7828889649247,57.3535909901736
19,1496769,6360099,06FSO,Järnforsen,,,2010,15.7515215980622,57.3665114851319
20,1494713,6363887,06FSO,Järnforsen,,,2010,15.7172715879737,57.4005055079541
1,1541824,6352148,06GSO,Fårbo-Kristdala,,Uvöbron,2012,16.4988956450138,57.2932213264215
2,1540316,6353068,06GSO,Fårbo-Kristdala,,Glabo ängar,2012,16.4740361201984,57.3016170723218
3,1539620,6354852,06GSO,Fårbo-Kristdala,,"Åsegöl, norra delen",2012,16.4627761490897,57.3176960299296
4,1540224,6357188,06GSO,Fårbo-Kristdala,,"Stärringen, östra delen",2012,16.4731795968412,57.3386177198798
